fecha,producto,dia_semana,mes,ventas
2024-07-05,Pan francés,4,7,56
2024-07-05,Pan dulce,4,7,46
2024-07-05,Galletas,4,7,23
2024-07-05,Pastel,4,7,13
2024-07-06,Pan francés,5,7,54
2024-07-06,Pan dulce,5,7,38
2024-07-06,Galletas,5,7,19
2024-07-06,Pastel,5,7,18
2024-07-07,Pan francés,6,7,28
2024-07-07,Pan dulce,6,7,21
2024-07-07,Galletas,6,7,13
2024-07-07,Pastel,6,7,7
2024-07-08,Pan francés,0,7,36
2024-07-08,Pan dulce,0,7,24
2024-07-08,Galletas,0,7,15
2024-07-08,Pastel,0,7,10
2024-07-09,Pan francés,1,7,40
2024-07-09,Pan dulce,1,7,21
2024-07-09,Galletas,1,7,15
2024-07-09,Pastel,1,7,9
2024-07-10,Pan francés,2,7,31
2024-07-10,Pan dulce,2,7,23
2024-07-10,Galletas,2,7,12
2024-07-10,Pastel,2,7,10
2024-07-11,Pan francés,3,7,47
2024-07-11,Pan dulce,3,7,29
2024-07-11,Galletas,3,7,14
2024-07-11,Pastel,3,7,9
2024-07-12,Pan francés,4,7,64
2024-07-12,Pan dulce,4,7,41
2024-07-12,Galletas,4,7,21
2024-07-12,Pastel,4,7,14
2024-07-13,Pan francés,5,7,73
2024-07-13,Pan dulce,5,7,37
2024-07-13,Galletas,5,7,21
2024-07-13,Pastel,5,7,15
2024-07-14,Pan francés,6,7,33
2024-07-14,Pan dulce,6,7,17
2024-07-14,Galletas,6,7,11
2024-07-14,Pastel,6,7,7
2024-07-15,Pan francés,0,7,38
2024-07-15,Pan dulce,0,7,29
2024-07-15,Galletas,0,7,16
2024-07-15,Pastel,0,7,9
2024-07-16,Pan francés,1,7,36
2024-07-16,Pan dulce,1,7,24
2024-07-16,Galletas,1,7,16
2024-07-16,Pastel,1,7,9
2024-07-17,Pan francés,2,7,45
2024-07-17,Pan dulce,2,7,21
2024-07-17,Galletas,2,7,14
2024-07-17,Pastel,2,7,11
2024-07-18,Pan francés,3,7,31
2024-07-18,Pan dulce,3,7,27
2024-07-18,Galletas,3,7,12
2024-07-18,Pastel,3,7,9
2024-07-19,Pan francés,4,7,58
2024-07-19,Pan dulce,4,7,40
2024-07-19,Galletas,4,7,15
2024-07-19,Pastel,4,7,12
2024-07-20,Pan francés,5,7,56
2024-07-20,Pan dulce,5,7,37
2024-07-20,Galletas,5,7,20
2024-07-20,Pastel,5,7,14
2024-07-21,Pan francés,6,7,28
2024-07-21,Pan dulce,6,7,19
2024-07-21,Galletas,6,7,10
2024-07-21,Pastel,6,7,8
2024-07-22,Pan francés,0,7,42
2024-07-22,Pan dulce,0,7,28
2024-07-22,Galletas,0,7,14
2024-07-22,Pastel,0,7,9
2024-07-23,Pan francés,1,7,40
2024-07-23,Pan dulce,1,7,24
2024-07-23,Galletas,1,7,14
2024-07-23,Pastel,1,7,8
2024-07-24,Pan francés,2,7,41
2024-07-24,Pan dulce,2,7,22
2024-07-24,Galletas,2,7,13
2024-07-24,Pastel,2,7,8
2024-07-25,Pan francés,3,7,44
2024-07-25,Pan dulce,3,7,24
2024-07-25,Galletas,3,7,16
2024-07-25,Pastel,3,7,10
2024-07-26,Pan francés,4,7,49
2024-07-26,Pan dulce,4,7,33
2024-07-26,Galletas,4,7,24
2024-07-26,Pastel,4,7,13
2024-07-27,Pan francés,5,7,53
2024-07-27,Pan dulce,5,7,36
2024-07-27,Galletas,5,7,22
2024-07-27,Pastel,5,7,13
2024-07-28,Pan francés,6,7,30
2024-07-28,Pan dulce,6,7,19
2024-07-28,Galletas,6,7,8
2024-07-28,Pastel,6,7,8
2024-07-29,Pan francés,0,7,36
2024-07-29,Pan dulce,0,7,28
2024-07-29,Galletas,0,7,13
2024-07-29,Pastel,0,7,8
2024-07-30,Pan francés,1,7,44
2024-07-30,Pan dulce,1,7,21
2024-07-30,Galletas,1,7,14
2024-07-30,Pastel,1,7,10
2024-07-31,Pan francés,2,7,38
2024-07-31,Pan dulce,2,7,20
2024-07-31,Galletas,2,7,15
2024-07-31,Pastel,2,7,9
2024-08-01,Pan francés,3,8,45
2024-08-01,Pan dulce,3,8,26
2024-08-01,Galletas,3,8,19
2024-08-01,Pastel,3,8,8
2024-08-02,Pan francés,4,8,59
2024-08-02,Pan dulce,4,8,33
2024-08-02,Galletas,4,8,25
2024-08-02,Pastel,4,8,16
2024-08-03,Pan francés,5,8,64
2024-08-03,Pan dulce,5,8,34
2024-08-03,Galletas,5,8,20
2024-08-03,Pastel,5,8,11
2024-08-04,Pan francés,6,8,37
2024-08-04,Pan dulce,6,8,21
2024-08-04,Galletas,6,8,11
2024-08-04,Pastel,6,8,8
2024-08-05,Pan francés,0,8,43
2024-08-05,Pan dulce,0,8,27
2024-08-05,Galletas,0,8,12
2024-08-05,Pastel,0,8,9
2024-08-06,Pan francés,1,8,40
2024-08-06,Pan dulce,1,8,25
2024-08-06,Galletas,1,8,16
2024-08-06,Pastel,1,8,8
2024-08-07,Pan francés,2,8,40
2024-08-07,Pan dulce,2,8,30
2024-08-07,Galletas,2,8,16
2024-08-07,Pastel,2,8,10
2024-08-08,Pan francés,3,8,39
2024-08-08,Pan dulce,3,8,26
2024-08-08,Galletas,3,8,17
2024-08-08,Pastel,3,8,10
2024-08-09,Pan francés,4,8,67
2024-08-09,Pan dulce,4,8,34
2024-08-09,Galletas,4,8,23
2024-08-09,Pastel,4,8,16
2024-08-10,Pan francés,5,8,55
2024-08-10,Pan dulce,5,8,41
2024-08-10,Galletas,5,8,20
2024-08-10,Pastel,5,8,13
2024-08-11,Pan francés,6,8,31
2024-08-11,Pan dulce,6,8,23
2024-08-11,Galletas,6,8,12
2024-08-11,Pastel,6,8,8
2024-08-12,Pan francés,0,8,37
2024-08-12,Pan dulce,0,8,25
2024-08-12,Galletas,0,8,13
2024-08-12,Pastel,0,8,9
2024-08-13,Pan francés,1,8,43
2024-08-13,Pan dulce,1,8,24
2024-08-13,Galletas,1,8,17
2024-08-13,Pastel,1,8,9
2024-08-14,Pan francés,2,8,39
2024-08-14,Pan dulce,2,8,28
2024-08-14,Galletas,2,8,14
2024-08-14,Pastel,2,8,8
2024-08-15,Pan francés,3,8,45
2024-08-15,Pan dulce,3,8,26
2024-08-15,Galletas,3,8,11
2024-08-15,Pastel,3,8,10
2024-08-16,Pan francés,4,8,57
2024-08-16,Pan dulce,4,8,44
2024-08-16,Galletas,4,8,20
2024-08-16,Pastel,4,8,14
2024-08-17,Pan francés,5,8,54
2024-08-17,Pan dulce,5,8,33
2024-08-17,Galletas,5,8,20
2024-08-17,Pastel,5,8,12
2024-08-18,Pan francés,6,8,28
2024-08-18,Pan dulce,6,8,16
2024-08-18,Galletas,6,8,10
2024-08-18,Pastel,6,8,6
2024-08-19,Pan francés,0,8,37
2024-08-19,Pan dulce,0,8,23
2024-08-19,Galletas,0,8,13
2024-08-19,Pastel,0,8,10
2024-08-20,Pan francés,1,8,39
2024-08-20,Pan dulce,1,8,23
2024-08-20,Galletas,1,8,14
2024-08-20,Pastel,1,8,11
2024-08-21,Pan francés,2,8,40
2024-08-21,Pan dulce,2,8,26
2024-08-21,Galletas,2,8,11
2024-08-21,Pastel,2,8,9
2024-08-22,Pan francés,3,8,31
2024-08-22,Pan dulce,3,8,23
2024-08-22,Galletas,3,8,15
2024-08-22,Pastel,3,8,9
2024-08-23,Pan francés,4,8,63
2024-08-23,Pan dulce,4,8,33
2024-08-23,Galletas,4,8,23
2024-08-23,Pastel,4,8,12
2024-08-24,Pan francés,5,8,58
2024-08-24,Pan dulce,5,8,39
2024-08-24,Galletas,5,8,23
2024-08-24,Pastel,5,8,14
2024-08-25,Pan francés,6,8,38
2024-08-25,Pan dulce,6,8,19
2024-08-25,Galletas,6,8,11
2024-08-25,Pastel,6,8,5
2024-08-26,Pan francés,0,8,47
2024-08-26,Pan dulce,0,8,24
2024-08-26,Galletas,0,8,13
2024-08-26,Pastel,0,8,11
2024-08-27,Pan francés,1,8,44
2024-08-27,Pan dulce,1,8,25
2024-08-27,Galletas,1,8,12
2024-08-27,Pastel,1,8,10
2024-08-28,Pan francés,2,8,37
2024-08-28,Pan dulce,2,8,22
2024-08-28,Galletas,2,8,16
2024-08-28,Pastel,2,8,7
2024-08-29,Pan francés,3,8,42
2024-08-29,Pan dulce,3,8,26
2024-08-29,Galletas,3,8,18
2024-08-29,Pastel,3,8,10
2024-08-30,Pan francés,4,8,47
2024-08-30,Pan dulce,4,8,34
2024-08-30,Galletas,4,8,22
2024-08-30,Pastel,4,8,15
2024-08-31,Pan francés,5,8,65
2024-08-31,Pan dulce,5,8,30
2024-08-31,Galletas,5,8,21
2024-08-31,Pastel,5,8,16
2024-09-01,Pan francés,6,9,36
2024-09-01,Pan dulce,6,9,23
2024-09-01,Galletas,6,9,11
2024-09-01,Pastel,6,9,8
2024-09-02,Pan francés,0,9,46
2024-09-02,Pan dulce,0,9,27
2024-09-02,Galletas,0,9,16
2024-09-02,Pastel,0,9,10
2024-09-03,Pan francés,1,9,36
2024-09-03,Pan dulce,1,9,21
2024-09-03,Galletas,1,9,16
2024-09-03,Pastel,1,9,9
2024-09-04,Pan francés,2,9,39
2024-09-04,Pan dulce,2,9,23
2024-09-04,Galletas,2,9,14
2024-09-04,Pastel,2,9,10
2024-09-05,Pan francés,3,9,35
2024-09-05,Pan dulce,3,9,25
2024-09-05,Galletas,3,9,15
2024-09-05,Pastel,3,9,9
2024-09-06,Pan francés,4,9,55
2024-09-06,Pan dulce,4,9,40
2024-09-06,Galletas,4,9,26
2024-09-06,Pastel,4,9,14
2024-09-07,Pan francés,5,9,67
2024-09-07,Pan dulce,5,9,40
2024-09-07,Galletas,5,9,16
2024-09-07,Pastel,5,9,13
2024-09-08,Pan francés,6,9,29
2024-09-08,Pan dulce,6,9,21
2024-09-08,Galletas,6,9,12
2024-09-08,Pastel,6,9,8
2024-09-09,Pan francés,0,9,42
2024-09-09,Pan dulce,0,9,22
2024-09-09,Galletas,0,9,13
2024-09-09,Pastel,0,9,8
2024-09-10,Pan francés,1,9,39
2024-09-10,Pan dulce,1,9,24
2024-09-10,Galletas,1,9,15
2024-09-10,Pastel,1,9,9
2024-09-11,Pan francés,2,9,43
2024-09-11,Pan dulce,2,9,27
2024-09-11,Galletas,2,9,17
2024-09-11,Pastel,2,9,10
2024-09-12,Pan francés,3,9,40
2024-09-12,Pan dulce,3,9,26
2024-09-12,Galletas,3,9,15
2024-09-12,Pastel,3,9,9
2024-09-13,Pan francés,4,9,67
2024-09-13,Pan dulce,4,9,43
2024-09-13,Galletas,4,9,26
2024-09-13,Pastel,4,9,15
2024-09-14,Pan francés,5,9,61
2024-09-14,Pan dulce,5,9,39
2024-09-14,Galletas,5,9,22
2024-09-14,Pastel,5,9,15
2024-09-15,Pan francés,6,9,31
2024-09-15,Pan dulce,6,9,19
2024-09-15,Galletas,6,9,14
2024-09-15,Pastel,6,9,8
2024-09-16,Pan francés,0,9,40
2024-09-16,Pan dulce,0,9,27
2024-09-16,Galletas,0,9,15
2024-09-16,Pastel,0,9,10
2024-09-17,Pan francés,1,9,39
2024-09-17,Pan dulce,1,9,21
2024-09-17,Galletas,1,9,14
2024-09-17,Pastel,1,9,8
2024-09-18,Pan francés,2,9,40
2024-09-18,Pan dulce,2,9,22
2024-09-18,Galletas,2,9,16
2024-09-18,Pastel,2,9,10
2024-09-19,Pan francés,3,9,41
2024-09-19,Pan dulce,3,9,24
2024-09-19,Galletas,3,9,15
2024-09-19,Pastel,3,9,8
2024-09-20,Pan francés,4,9,53
2024-09-20,Pan dulce,4,9,36
2024-09-20,Galletas,4,9,23
2024-09-20,Pastel,4,9,14
2024-09-21,Pan francés,5,9,53
2024-09-21,Pan dulce,5,9,38
2024-09-21,Galletas,5,9,21
2024-09-21,Pastel,5,9,13
2024-09-22,Pan francés,6,9,33
2024-09-22,Pan dulce,6,9,19
2024-09-22,Galletas,6,9,13
2024-09-22,Pastel,6,9,8
2024-09-23,Pan francés,0,9,42
2024-09-23,Pan dulce,0,9,25
2024-09-23,Galletas,0,9,13
2024-09-23,Pastel,0,9,9
2024-09-24,Pan francés,1,9,34
2024-09-24,Pan dulce,1,9,32
2024-09-24,Galletas,1,9,13
2024-09-24,Pastel,1,9,9
2024-09-25,Pan francés,2,9,38
2024-09-25,Pan dulce,2,9,24
2024-09-25,Galletas,2,9,14
2024-09-25,Pastel,2,9,8
2024-09-26,Pan francés,3,9,36
2024-09-26,Pan dulce,3,9,21
2024-09-26,Galletas,3,9,14
2024-09-26,Pastel,3,9,9
2024-09-27,Pan francés,4,9,55
2024-09-27,Pan dulce,4,9,38
2024-09-27,Galletas,4,9,21
2024-09-27,Pastel,4,9,16
2024-09-28,Pan francés,5,9,57
2024-09-28,Pan dulce,5,9,38
2024-09-28,Galletas,5,9,19
2024-09-28,Pastel,5,9,15
2024-09-29,Pan francés,6,9,30
2024-09-29,Pan dulce,6,9,20
2024-09-29,Galletas,6,9,12
2024-09-29,Pastel,6,9,7
2024-09-30,Pan francés,0,9,40
2024-09-30,Pan dulce,0,9,24
2024-09-30,Galletas,0,9,17
2024-09-30,Pastel,0,9,10
2024-10-01,Pan francés,1,10,41
2024-10-01,Pan dulce,1,10,22
2024-10-01,Galletas,1,10,13
2024-10-01,Pastel,1,10,9
2024-10-02,Pan francés,2,10,39
2024-10-02,Pan dulce,2,10,26
2024-10-02,Galletas,2,10,13
2024-10-02,Pastel,2,10,11
2024-10-03,Pan francés,3,10,40
2024-10-03,Pan dulce,3,10,19
2024-10-03,Galletas,3,10,14
2024-10-03,Pastel,3,10,7
2024-10-04,Pan francés,4,10,55
2024-10-04,Pan dulce,4,10,35
2024-10-04,Galletas,4,10,21
2024-10-04,Pastel,4,10,14
2024-10-05,Pan francés,5,10,57
2024-10-05,Pan dulce,5,10,35
2024-10-05,Galletas,5,10,25
2024-10-05,Pastel,5,10,16
2024-10-06,Pan francés,6,10,28
2024-10-06,Pan dulce,6,10,22
2024-10-06,Galletas,6,10,10
2024-10-06,Pastel,6,10,7
2024-10-07,Pan francés,0,10,46
2024-10-07,Pan dulce,0,10,19
2024-10-07,Galletas,0,10,15
2024-10-07,Pastel,0,10,8
2024-10-08,Pan francés,1,10,39
2024-10-08,Pan dulce,1,10,24
2024-10-08,Galletas,1,10,17
2024-10-08,Pastel,1,10,9
2024-10-09,Pan francés,2,10,39
2024-10-09,Pan dulce,2,10,26
2024-10-09,Galletas,2,10,14
2024-10-09,Pastel,2,10,9
2024-10-10,Pan francés,3,10,39
2024-10-10,Pan dulce,3,10,25
2024-10-10,Galletas,3,10,16
2024-10-10,Pastel,3,10,9
2024-10-11,Pan francés,4,10,57
2024-10-11,Pan dulce,4,10,38
2024-10-11,Galletas,4,10,22
2024-10-11,Pastel,4,10,14
2024-10-12,Pan francés,5,10,59
2024-10-12,Pan dulce,5,10,34
2024-10-12,Galletas,5,10,20
2024-10-12,Pastel,5,10,15
2024-10-13,Pan francés,6,10,28
2024-10-13,Pan dulce,6,10,22
2024-10-13,Galletas,6,10,12
2024-10-13,Pastel,6,10,6
2024-10-14,Pan francés,0,10,41
2024-10-14,Pan dulce,0,10,25
2024-10-14,Galletas,0,10,16
2024-10-14,Pastel,0,10,11
2024-10-15,Pan francés,1,10,38
2024-10-15,Pan dulce,1,10,23
2024-10-15,Galletas,1,10,14
2024-10-15,Pastel,1,10,9
2024-10-16,Pan francés,2,10,37
2024-10-16,Pan dulce,2,10,25
2024-10-16,Galletas,2,10,15
2024-10-16,Pastel,2,10,9
2024-10-17,Pan francés,3,10,37
2024-10-17,Pan dulce,3,10,25
2024-10-17,Galletas,3,10,14
2024-10-17,Pastel,3,10,8
2024-10-18,Pan francés,4,10,59
2024-10-18,Pan dulce,4,10,36
2024-10-18,Galletas,4,10,20
2024-10-18,Pastel,4,10,16
2024-10-19,Pan francés,5,10,65
2024-10-19,Pan dulce,5,10,37
2024-10-19,Galletas,5,10,22
2024-10-19,Pastel,5,10,15
2024-10-20,Pan francés,6,10,31
2024-10-20,Pan dulce,6,10,21
2024-10-20,Galletas,6,10,13
2024-10-20,Pastel,6,10,8
2024-10-21,Pan francés,0,10,41
2024-10-21,Pan dulce,0,10,27
2024-10-21,Galletas,0,10,14
2024-10-21,Pastel,0,10,8
2024-10-22,Pan francés,1,10,43
2024-10-22,Pan dulce,1,10,21
2024-10-22,Galletas,1,10,17
2024-10-22,Pastel,1,10,10
2024-10-23,Pan francés,2,10,40
2024-10-23,Pan dulce,2,10,25
2024-10-23,Galletas,2,10,17
2024-10-23,Pastel,2,10,9
2024-10-24,Pan francés,3,10,35
2024-10-24,Pan dulce,3,10,23
2024-10-24,Galletas,3,10,14
2024-10-24,Pastel,3,10,8
2024-10-25,Pan francés,4,10,60
2024-10-25,Pan dulce,4,10,38
2024-10-25,Galletas,4,10,20
2024-10-25,Pastel,4,10,17
2024-10-26,Pan francés,5,10,51
2024-10-26,Pan dulce,5,10,32
2024-10-26,Galletas,5,10,23
2024-10-26,Pastel,5,10,14
2024-10-27,Pan francés,6,10,33
2024-10-27,Pan dulce,6,10,18
2024-10-27,Galletas,6,10,10
2024-10-27,Pastel,6,10,7
2024-10-28,Pan francés,0,10,37
2024-10-28,Pan dulce,0,10,26
2024-10-28,Galletas,0,10,14
2024-10-28,Pastel,0,10,10
2024-10-29,Pan francés,1,10,42
2024-10-29,Pan dulce,1,10,27
2024-10-29,Galletas,1,10,16
2024-10-29,Pastel,1,10,10
2024-10-30,Pan francés,2,10,43
2024-10-30,Pan dulce,2,10,23
2024-10-30,Galletas,2,10,14
2024-10-30,Pastel,2,10,8
2024-10-31,Pan francés,3,10,41
2024-10-31,Pan dulce,3,10,23
2024-10-31,Galletas,3,10,15
2024-10-31,Pastel,3,10,10
2024-11-01,Pan francés,4,11,51
2024-11-01,Pan dulce,4,11,33
2024-11-01,Galletas,4,11,21
2024-11-01,Pastel,4,11,14
2024-11-02,Pan francés,5,11,61
2024-11-02,Pan dulce,5,11,33
2024-11-02,Galletas,5,11,22
2024-11-02,Pastel,5,11,12
2024-11-03,Pan francés,6,11,25
2024-11-03,Pan dulce,6,11,21
2024-11-03,Galletas,6,11,10
2024-11-03,Pastel,6,11,7
2024-11-04,Pan francés,0,11,34
2024-11-04,Pan dulce,0,11,21
2024-11-04,Galletas,0,11,14
2024-11-04,Pastel,0,11,9
2024-11-05,Pan francés,1,11,43
2024-11-05,Pan dulce,1,11,26
2024-11-05,Galletas,1,11,14
2024-11-05,Pastel,1,11,10
2024-11-06,Pan francés,2,11,44
2024-11-06,Pan dulce,2,11,26
2024-11-06,Galletas,2,11,14
2024-11-06,Pastel,2,11,11
2024-11-07,Pan francés,3,11,47
2024-11-07,Pan dulce,3,11,26
2024-11-07,Galletas,3,11,17
2024-11-07,Pastel,3,11,10
2024-11-08,Pan francés,4,11,65
2024-11-08,Pan dulce,4,11,33
2024-11-08,Galletas,4,11,19
2024-11-08,Pastel,4,11,14
2024-11-09,Pan francés,5,11,49
2024-11-09,Pan dulce,5,11,35
2024-11-09,Galletas,5,11,24
2024-11-09,Pastel,5,11,14
2024-11-10,Pan francés,6,11,33
2024-11-10,Pan dulce,6,11,17
2024-11-10,Galletas,6,11,11
2024-11-10,Pastel,6,11,8
2024-11-11,Pan francés,0,11,40
2024-11-11,Pan dulce,0,11,25
2024-11-11,Galletas,0,11,17
2024-11-11,Pastel,0,11,11
2024-11-12,Pan francés,1,11,36
2024-11-12,Pan dulce,1,11,28
2024-11-12,Galletas,1,11,14
2024-11-12,Pastel,1,11,9
2024-11-13,Pan francés,2,11,40
2024-11-13,Pan dulce,2,11,27
2024-11-13,Galletas,2,11,13
2024-11-13,Pastel,2,11,10
2024-11-14,Pan francés,3,11,42
2024-11-14,Pan dulce,3,11,27
2024-11-14,Galletas,3,11,14
2024-11-14,Pastel,3,11,11
2024-11-15,Pan francés,4,11,55
2024-11-15,Pan dulce,4,11,41
2024-11-15,Galletas,4,11,23
2024-11-15,Pastel,4,11,12
2024-11-16,Pan francés,5,11,62
2024-11-16,Pan dulce,5,11,38
2024-11-16,Galletas,5,11,21
2024-11-16,Pastel,5,11,13
2024-11-17,Pan francés,6,11,31
2024-11-17,Pan dulce,6,11,17
2024-11-17,Galletas,6,11,14
2024-11-17,Pastel,6,11,7
2024-11-18,Pan francés,0,11,37
2024-11-18,Pan dulce,0,11,27
2024-11-18,Galletas,0,11,15
2024-11-18,Pastel,0,11,10
2024-11-19,Pan francés,1,11,46
2024-11-19,Pan dulce,1,11,24
2024-11-19,Galletas,1,11,13
2024-11-19,Pastel,1,11,10
2024-11-20,Pan francés,2,11,43
2024-11-20,Pan dulce,2,11,24
2024-11-20,Galletas,2,11,13
2024-11-20,Pastel,2,11,11
2024-11-21,Pan francés,3,11,42
2024-11-21,Pan dulce,3,11,21
2024-11-21,Galletas,3,11,16
2024-11-21,Pastel,3,11,8
2024-11-22,Pan francés,4,11,57
2024-11-22,Pan dulce,4,11,33
2024-11-22,Galletas,4,11,21
2024-11-22,Pastel,4,11,13
2024-11-23,Pan francés,5,11,56
2024-11-23,Pan dulce,5,11,40
2024-11-23,Galletas,5,11,23
2024-11-23,Pastel,5,11,15
2024-11-24,Pan francés,6,11,35
2024-11-24,Pan dulce,6,11,19
2024-11-24,Galletas,6,11,12
2024-11-24,Pastel,6,11,8
2024-11-25,Pan francés,0,11,46
2024-11-25,Pan dulce,0,11,27
2024-11-25,Galletas,0,11,17
2024-11-25,Pastel,0,11,11
2024-11-26,Pan francés,1,11,44
2024-11-26,Pan dulce,1,11,20
2024-11-26,Galletas,1,11,16
2024-11-26,Pastel,1,11,10
2024-11-27,Pan francés,2,11,40
2024-11-27,Pan dulce,2,11,23
2024-11-27,Galletas,2,11,14
2024-11-27,Pastel,2,11,10
2024-11-28,Pan francés,3,11,43
2024-11-28,Pan dulce,3,11,21
2024-11-28,Galletas,3,11,15
2024-11-28,Pastel,3,11,9
2024-11-29,Pan francés,4,11,54
2024-11-29,Pan dulce,4,11,38
2024-11-29,Galletas,4,11,21
2024-11-29,Pastel,4,11,14
2024-11-30,Pan francés,5,11,55
2024-11-30,Pan dulce,5,11,38
2024-11-30,Galletas,5,11,22
2024-11-30,Pastel,5,11,13
2024-12-01,Pan francés,6,12,38
2024-12-01,Pan dulce,6,12,25
2024-12-01,Galletas,6,12,16
2024-12-01,Pastel,6,12,9
2024-12-02,Pan francés,0,12,54
2024-12-02,Pan dulce,0,12,29
2024-12-02,Galletas,0,12,24
2024-12-02,Pastel,0,12,11
2024-12-03,Pan francés,1,12,47
2024-12-03,Pan dulce,1,12,33
2024-12-03,Galletas,1,12,17
2024-12-03,Pastel,1,12,14
2024-12-04,Pan francés,2,12,61
2024-12-04,Pan dulce,2,12,31
2024-12-04,Galletas,2,12,19
2024-12-04,Pastel,2,12,12
2024-12-05,Pan francés,3,12,51
2024-12-05,Pan dulce,3,12,37
2024-12-05,Galletas,3,12,21
2024-12-05,Pastel,3,12,11
2024-12-06,Pan francés,4,12,90
2024-12-06,Pan dulce,4,12,54
2024-12-06,Galletas,4,12,30
2024-12-06,Pastel,4,12,18
2024-12-07,Pan francés,5,12,78
2024-12-07,Pan dulce,5,12,44
2024-12-07,Galletas,5,12,30
2024-12-07,Pastel,5,12,18
2024-12-08,Pan francés,6,12,32
2024-12-08,Pan dulce,6,12,28
2024-12-08,Galletas,6,12,15
2024-12-08,Pastel,6,12,11
2024-12-09,Pan francés,0,12,51
2024-12-09,Pan dulce,0,12,33
2024-12-09,Galletas,0,12,21
2024-12-09,Pastel,0,12,13
2024-12-10,Pan francés,1,12,53
2024-12-10,Pan dulce,1,12,42
2024-12-10,Galletas,1,12,19
2024-12-10,Pastel,1,12,13
2024-12-11,Pan francés,2,12,61
2024-12-11,Pan dulce,2,12,29
2024-12-11,Galletas,2,12,17
2024-12-11,Pastel,2,12,11
2024-12-12,Pan francés,3,12,54
2024-12-12,Pan dulce,3,12,34
2024-12-12,Galletas,3,12,20
2024-12-12,Pastel,3,12,11
2024-12-13,Pan francés,4,12,85
2024-12-13,Pan dulce,4,12,54
2024-12-13,Galletas,4,12,28
2024-12-13,Pastel,4,12,19
2024-12-14,Pan francés,5,12,83
2024-12-14,Pan dulce,5,12,50
2024-12-14,Galletas,5,12,31
2024-12-14,Pastel,5,12,17
2024-12-15,Pan francés,6,12,40
2024-12-15,Pan dulce,6,12,22
2024-12-15,Galletas,6,12,16
2024-12-15,Pastel,6,12,10
2024-12-16,Pan francés,0,12,51
2024-12-16,Pan dulce,0,12,33
2024-12-16,Galletas,0,12,16
2024-12-16,Pastel,0,12,14
2024-12-17,Pan francés,1,12,49
2024-12-17,Pan dulce,1,12,32
2024-12-17,Galletas,1,12,21
2024-12-17,Pastel,1,12,12
2024-12-18,Pan francés,2,12,58
2024-12-18,Pan dulce,2,12,32
2024-12-18,Galletas,2,12,19
2024-12-18,Pastel,2,12,13
2024-12-19,Pan francés,3,12,45
2024-12-19,Pan dulce,3,12,34
2024-12-19,Galletas,3,12,19
2024-12-19,Pastel,3,12,14
2024-12-20,Pan francés,4,12,76
2024-12-20,Pan dulce,4,12,46
2024-12-20,Galletas,4,12,30
2024-12-20,Pastel,4,12,19
2024-12-21,Pan francés,5,12,68
2024-12-21,Pan dulce,5,12,47
2024-12-21,Galletas,5,12,32
2024-12-21,Pastel,5,12,19
2024-12-22,Pan francés,6,12,37
2024-12-22,Pan dulce,6,12,27
2024-12-22,Galletas,6,12,12
2024-12-22,Pastel,6,12,8
2024-12-23,Pan francés,0,12,51
2024-12-23,Pan dulce,0,12,33
2024-12-23,Galletas,0,12,19
2024-12-23,Pastel,0,12,11
2024-12-24,Pan francés,1,12,51
2024-12-24,Pan dulce,1,12,27
2024-12-24,Galletas,1,12,19
2024-12-24,Pastel,1,12,10
2024-12-25,Pan francés,2,12,51
2024-12-25,Pan dulce,2,12,33
2024-12-25,Galletas,2,12,16
2024-12-25,Pastel,2,12,12
2024-12-26,Pan francés,3,12,56
2024-12-26,Pan dulce,3,12,37
2024-12-26,Galletas,3,12,16
2024-12-26,Pastel,3,12,13
2024-12-27,Pan francés,4,12,68
2024-12-27,Pan dulce,4,12,42
2024-12-27,Galletas,4,12,33
2024-12-27,Pastel,4,12,20
2024-12-28,Pan francés,5,12,71
2024-12-28,Pan dulce,5,12,49
2024-12-28,Galletas,5,12,31
2024-12-28,Pastel,5,12,19
2024-12-29,Pan francés,6,12,50
2024-12-29,Pan dulce,6,12,27
2024-12-29,Galletas,6,12,10
2024-12-29,Pastel,6,12,10
2024-12-30,Pan francés,0,12,48
2024-12-30,Pan dulce,0,12,31
2024-12-30,Galletas,0,12,19
2024-12-30,Pastel,0,12,12
